Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
WA9,NOX,01/01/2021 04:45,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 05:00,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 05:15,16.50000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 05:30,14.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 05:45,14.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 06:00,16.50000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 06:15,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 06:30,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 06:45,30.70000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 07:00,23.60000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 07:15,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 07:30,21.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 07:45,26.00000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 08:00,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 08:15,18.90000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 08:30,21.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 08:45,21.20000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 09:00,26.00000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 09:15,44.80000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 09:30,28.30000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 09:45,26.00000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 10:00,30.70000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 10:15,26.00000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 10:30,28.30000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 10:45,28.30000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 11:00,33.00000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 11:15,35.40000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 11:30,40.10000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 11:45,37.80000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 12:00,42.50000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 12:15,37.80000,ug m-3 as NO2,P
WA9,NOX,01/01/2021 12:30,35.40000,ug m-3 as NO2,P
