Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
LB4,PM10,01/01/2021 04:45,18.40000,ug/m3,P
LB4,PM10,01/01/2021 05:00,28.00000,ug/m3,P
LB4,PM10,01/01/2021 05:15,28.00000,ug/m3,P
LB4,PM10,01/01/2021 05:30,28.00000,ug/m3,P
LB4,PM10,01/01/2021 05:45,28.00000,ug/m3,P
LB4,PM10,01/01/2021 06:00,26.10000,ug/m3,P
LB4,PM10,01/01/2021 06:15,26.10000,ug/m3,P
LB4,PM10,01/01/2021 06:30,26.10000,ug/m3,P
LB4,PM10,01/01/2021 06:45,26.10000,ug/m3,P
LB4,PM10,01/01/2021 07:00,18.40000,ug/m3,P
LB4,PM10,01/01/2021 07:15,18.40000,ug/m3,P
LB4,PM10,01/01/2021 07:30,18.40000,ug/m3,P
LB4,PM10,01/01/2021 07:45,18.40000,ug/m3,P
LB4,PM10,01/01/2021 08:00,17.40000,ug/m3,P
LB4,PM10,01/01/2021 08:15,17.40000,ug/m3,P
LB4,PM10,01/01/2021 08:30,17.40000,ug/m3,P
LB4,PM10,01/01/2021 08:45,17.40000,ug/m3,P
LB4,PM10,01/01/2021 09:00,23.20000,ug/m3,P
LB4,PM10,01/01/2021 09:15,23.20000,ug/m3,P
LB4,PM10,01/01/2021 09:30,23.20000,ug/m3,P
LB4,PM10,01/01/2021 09:45,23.20000,ug/m3,P
LB4,PM10,01/01/2021 10:00,24.20000,ug/m3,P
LB4,PM10,01/01/2021 10:15,24.20000,ug/m3,P
LB4,PM10,01/01/2021 10:30,24.20000,ug/m3,P
LB4,PM10,01/01/2021 10:45,24.20000,ug/m3,P
LB4,PM10,01/01/2021 11:00,31.90000,ug/m3,P
LB4,PM10,01/01/2021 11:15,31.90000,ug/m3,P
LB4,PM10,01/01/2021 11:30,31.90000,ug/m3,P
LB4,PM10,01/01/2021 11:45,31.90000,ug/m3,P
LB4,PM10,01/01/2021 12:00,34.80000,ug/m3,P
LB4,PM10,01/01/2021 12:15,34.80000,ug/m3,P
LB4,PM10,01/01/2021 12:30,34.80000,ug/m3,P
LB4,PM10,01/01/2021 12:45,34.80000,ug/m3,P
LB4,PM10,01/01/2021 13:00,,ug/m3,P
LB4,PM10,01/01/2021 13:15,,ug/m3,P
LB4,PM10,01/01/2021 13:30,,ug/m3,P
LB4,PM10,01/01/2021 13:45,,ug/m3,P
LB4,PM10,01/01/2021 14:00,,ug/m3,P
LB4,PM10,01/01/2021 14:15,,ug/m3,P
LB4,PM10,01/01/2021 14:30,,ug/m3,P
LB4,PM2.5,01/01/2021 00:00,,ug m-3,P
LB4,PM2.5,01/01/2021 00:15,,ug m-3,P
LB4,PM2.5,01/01/2021 00:30,,ug m-3,P
LB4,PM2.5,01/01/2021 00:45,,ug m-3,P
LB4,PM2.5,01/01/2021 01:00,,ug m-3,P
LB4,PM2.5,01/01/2021 01:15,,ug m-3,P
LB4,PM2.5,01/01/2021 01:30,,ug m-3,P
