Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
HG1,NOX,01/01/2021 06:30,37.50000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 06:45,45.50000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 07:00,57.30000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 07:15,31.90000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 07:30,41.40000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 07:45,39.90000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 08:00,41.20000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 08:15,66.40000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 08:30,57.00000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 08:45,62.00000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 09:00,58.60000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 09:15,62.40000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 09:30,65.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 09:45,65.40000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 10:00,54.30000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 10:15,54.20000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 10:30,49.50000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 10:45,64.50000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 11:00,50.20000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 11:15,51.00000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 11:30,65.60000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 11:45,79.20000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 12:00,57.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 12:15,64.20000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 12:30,61.60000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 12:45,66.80000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 13:00,47.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 13:15,59.60000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 13:30,86.90000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 13:45,65.10000,ug m-3 as NO2,P
HG1,NOX,01/01/2021 14:00,,ug m-3 as NO2,P
HG1,NOX,01/01/2021 14:15,,ug m-3 as NO2,P
HG1,NOX,01/01/2021 14:30,,ug m-3 as NO2,P
HG1,PM10,01/01/2021 00:00,,ug/m3,P
HG1,PM10,01/01/2021 00:15,,ug/m3,P
HG1,PM10,01/01/2021 00:30,,ug/m3,P
HG1,PM10,01/01/2021 00:45,,ug/m3,P
HG1,PM10,01/01/2021 01:00,,ug/m3,P
HG1,PM10,01/01/2021 01:15,,ug/m3,P
HG1,PM10,01/01/2021 01:30,,ug/m3,P
HG1,PM10,01/01/2021 01:45,,ug/m3,P
HG1,PM10,01/01/2021 02:00,,ug/m3,P
HG1,PM10,01/01/2021 02:15,,ug/m3,P
HG1,PM10,01/01/2021 02:30,,ug/m3,P
HG1,PM10,01/01/2021 02:45,,ug/m3,P
HG1,PM10,01/01/2021 03:00,,ug/m3,P
HG1,PM10,01/01/2021 03:15,,ug/m3,P
HG1,PM10,01/01/2021 03:30,,ug/m3,P
HG1,PM10,01/01/2021 03:45,,ug/m3,P
HG1,PM10,01/01/2021 04:00,,ug/m3,P
HG1,PM10,01/01/2021 04:15,,ug/m3,P
HG1,PM10,01/01/2021 04:30,,ug/m3,P
HG1,PM10,01/01/2021 04:45,,ug/m3,P
HG1,PM10,01/01/2021 05:00,,ug/m3,P
HG1,PM10,01/01/2021 05:15,,ug/m3,P
HG1,PM10,01/01/2021 05:30,,ug/m3,P
HG1,PM10,01/01/2021 05:45,,ug/m3,P
HG1,PM10,01/01/2021 06:00,,ug/m3,P
HG1,PM10,01/01/2021 06:15,,ug/m3,P
HG1,PM10,01/01/2021 06:30,,ug/m3,P
HG1,PM10,01/01/2021 06:45,,ug/m3,P
HG1,PM10,01/01/2021 07:00,,ug/m3,P
HG1,PM10,01/01/2021 07:15,,ug/m3,P
HG1,PM10,01/01/2021 07:30,,ug/m3,P
HG1,PM10,01/01/2021 07:45,,ug/m3,P
HG1,PM10,01/01/2021 08:00,,ug/m3,P
HG1,PM10,01/01/2021 08:15,,ug/m3,P
HG1,PM10,01/01/2021 08:30,,ug/m3,P
HG1,PM10,01/01/2021 08:45,,ug/m3,P
HG1,PM10,01/01/2021 09:00,,ug/m3,P
HG1,PM10,01/01/2021 09:15,,ug/m3,P
HG1,PM10,01/01/2021 09:30,,ug/m3,P
HG1,PM10,01/01/2021 09:45,,ug/m3,P
HG1,PM10,01/01/2021 10:00,,ug/m3,P
HG1,PM10,01/01/2021 10:15,,ug/m3,P
HG1,PM10,01/01/2021 10:30,,ug/m3,P
HG1,PM10,01/01/2021 10:45,,ug/m3,P
HG1,PM10,01/01/2021 11:00,,ug/m3,P
HG1,PM10,01/01/2021 11:15,,ug/m3,P
HG1,PM10,01/01/2021 11:30,,ug/m3,P
HG1,PM10,01/01/2021 11:45,,ug/m3,P
HG1,PM10,01/01/2021 12:00,,ug/m3,P
HG1,PM10,01/01/2021 12:15,,ug/m3,P
HG1,PM10,01/01/2021 12:30,,ug/m3,P
HG1,PM10,01/01/2021 12:45,,ug/m3,P
HG1,PM10,01/01/2021 13:00,,ug/m3,P
HG1,PM10,01/01/2021 13:15,,ug/m3,P
HG1,PM10,01/01/2021 13:30,,ug/m3,P
HG1,PM10,01/01/2021 13:45,,ug/m3,P
HG1,PM10,01/01/2021 14:00,,ug/m3,P
HG1,PM10,01/01/2021 14:15,,ug/m3,P
HG1,PM10,01/01/2021 14:30,,ug/m3,P
HG1,PM2.5,01/01/2021 00:00,,ug m-3,P
HG1,PM2.5,01/01/2021 00:15,,ug m-3,P
HG1,PM2.5,01/01/2021 00:30,,ug m-3,P
HG1,PM2.5,01/01/2021 00:45,,ug m-3,P
HG1,PM2.5,01/01/2021 01:00,,ug m-3,P
HG1,PM2.5,01/01/2021 01:15,,ug m-3,P
HG1,PM2.5,01/01/2021 01:30,,ug m-3,P
HG1,PM2.5,01/01/2021 01:45,,ug m-3,P
HG1,PM2.5,01/01/2021 02:00,,ug m-3,P
HG1,PM2.5,01/01/2021 02:15,,ug m-3,P
HG1,PM2.5,01/01/2021 02:30,,ug m-3,P
HG1,PM2.5,01/01/2021 02:45,,ug m-3,P
HG1,PM2.5,01/01/2021 03:00,,ug m-3,P
HG1,PM2.5,01/01/2021 03:15,,ug m-3,P
HG1,PM2.5,01/01/2021 03:30,,ug m-3,P
HG1,PM2.5,01/01/2021 03:45,,ug m-3,P
HG1,PM2.5,01/01/2021 04:00,,ug m-3,P
HG1,PM2.5,01/01/2021 04:15,,ug m-3,P
HG1,PM2.5,01/01/2021 04:30,,ug m-3,P
HG1,PM2.5,01/01/2021 04:45,,ug m-3,P
HG1,PM2.5,01/01/2021 05:00,,ug m-3,P
HG1,PM2.5,01/01/2021 05:15,,ug m-3,P
HG1,PM2.5,01/01/2021 05:30,,ug m-3,P
HG1,PM2.5,01/01/2021 05:45,,ug m-3,P
HG1,PM2.5,01/01/2021 06:00,,ug m-3,P
HG1,PM2.5,01/01/2021 06:15,,ug m-3,P
HG1,PM2.5,01/01/2021 06:30,,ug m-3,P
HG1,PM2.5,01/01/2021 06:45,,ug m-3,P
HG1,PM2.5,01/01/2021 07:00,,ug m-3,P
HG1,PM2.5,01/01/2021 07:15,,ug m-3,P
HG1,PM2.5,01/01/2021 07:30,,ug m-3,P
HG1,PM2.5,01/01/2021 07:45,,ug m-3,P
HG1,PM2.5,01/01/2021 08:00,,ug m-3,P
HG1,PM2.5,01/01/2021 08:15,,ug m-3,P
HG1,PM2.5,01/01/2021 08:30,,ug m-3,P
HG1,PM2.5,01/01/2021 08:45,,ug m-3,P
HG1,PM2.5,01/01/2021 09:00,,ug m-3,P
HG1,PM2.5,01/01/2021 09:15,,ug m-3,P
HG1,PM2.5,01/01/2021 09:30,,ug m-3,P
HG1,PM2.5,01/01/2021 09:45,,ug m-3,P
HG1,PM2.5,01/01/2021 10:00,,ug m-3,P
HG1,PM2.5,01/01/2021 10:15,,ug m-3,P
HG1,PM2.5,01/01/2021 10:30,,ug m-3,P
HG1,PM2.5,01/01/2021 10:45,,ug m-3,P
HG1,PM2.5,01/01/2021 11:00,,ug m-3,P
HG1,PM2.5,01/01/2021 11:15,,ug m-3,P
HG1,PM2.5,01/01/2021 11:30,,ug m-3,P
HG1,PM2.5,01/01/2021 11:45,,ug m-3,P
HG1,PM2.5,01/01/2021 12:00,,ug m-3,P
HG1,PM2.5,01/01/2021 12:15,,ug m-3,P
HG1,PM2.5,01/01/2021 12:30,,ug m-3,P
HG1,PM2.5,01/01/2021 12:45,,ug m-3,P
HG1,PM2.5,01/01/2021 13:00,,ug m-3,P
HG1,PM2.5,01/01/2021 13:15,,ug m-3,P
HG1,PM2.5,01/01/2021 13:30,,ug m-3,P
HG1,PM2.5,01/01/2021 13:45,,ug m-3,P
HG1,PM2.5,01/01/2021 14:00,,ug m-3,P
HG1,PM2.5,01/01/2021 14:15,,ug m-3,P
HG1,PM2.5,01/01/2021 14:30,,ug m-3,P
